               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.023998,            0.019026,           0.0042972,             0.97797,             0.97757,             0.98851,             0.77213,            0.014153,            0.014108,           0.0019148,            0.006238,            0.006238,            0.006238
                 154,            0.020904,            0.018758,           0.0038642,             0.97639,             0.97921,             0.98746,             0.77104,            0.013536,            0.013962,           0.0019068,           0.0062132,           0.0062132,           0.0062132
                 155,            0.022142,            0.019129,           0.0049662,             0.97908,               0.976,             0.98796,             0.77306,            0.014501,             0.01407,           0.0018693,           0.0061885,           0.0061885,           0.0061885
                 156,             0.02123,            0.019111,           0.0057834,               0.982,             0.97353,             0.98797,             0.77467,            0.015026,            0.013939,           0.0018296,           0.0061637,           0.0061637,           0.0061637
                 157,            0.022935,            0.020002,           0.0031006,             0.97797,             0.97257,              0.9876,             0.77111,            0.014234,             0.01404,           0.0018802,            0.006139,            0.006139,            0.006139
                 158,            0.022753,            0.018577,            0.004611,             0.98071,             0.98102,             0.98855,             0.77922,            0.014067,            0.013877,           0.0018974,           0.0061142,           0.0061142,           0.0061142
                 159,            0.023135,            0.019408,            0.006191,             0.97798,             0.97992,             0.98616,             0.76985,            0.014283,            0.014326,           0.0019865,           0.0060895,           0.0060895,           0.0060895
                 160,            0.022268,            0.019292,           0.0038448,             0.97887,             0.97962,             0.98934,             0.77814,            0.013969,            0.014047,           0.0019329,           0.0060647,           0.0060647,           0.0060647
                 161,            0.021335,            0.019252,           0.0048435,              0.9799,             0.97767,             0.98691,             0.77294,            0.013992,            0.013825,           0.0019152,             0.00604,             0.00604,             0.00604
                 162,            0.020461,            0.019171,           0.0045184,             0.98145,             0.97644,              0.9861,             0.77915,            0.013616,             0.01384,           0.0018663,           0.0060152,           0.0060152,           0.0060152
                 163,            0.021222,            0.018728,           0.0039304,             0.96495,             0.98374,             0.98599,             0.77623,            0.013453,            0.013794,           0.0017665,           0.0059905,           0.0059905,           0.0059905
                 164,            0.020931,            0.019177,           0.0033592,             0.96152,              0.9791,             0.98558,             0.77256,            0.013646,            0.013745,           0.0017988,           0.0059658,           0.0059658,           0.0059658
                 165,            0.022572,            0.018992,            0.005268,             0.97384,             0.98607,              0.9862,             0.77409,            0.013351,            0.013789,           0.0018141,            0.005941,            0.005941,            0.005941
                 166,             0.02087,            0.019034,            0.003868,             0.98284,             0.98245,             0.98945,             0.78747,            0.013399,            0.013719,           0.0017239,           0.0059163,           0.0059163,           0.0059163
                 167,            0.023247,            0.018439,           0.0059901,             0.97829,             0.97392,             0.98739,             0.77703,            0.014548,            0.014078,           0.0017254,           0.0058915,           0.0058915,           0.0058915
                 168,            0.021132,            0.019412,           0.0041486,             0.98459,             0.97569,             0.98944,             0.77308,            0.014071,            0.013828,           0.0018386,           0.0058668,           0.0058668,           0.0058668
                 169,            0.024421,            0.018926,           0.0059676,             0.97197,             0.97819,             0.98618,             0.76833,            0.013793,            0.014086,           0.0017318,            0.005842,            0.005842,            0.005842
                 170,            0.022956,             0.01933,           0.0066382,             0.98543,             0.97664,             0.98995,             0.78163,            0.013581,            0.013767,           0.0018366,           0.0058173,           0.0058173,           0.0058173
                 171,            0.021974,            0.018794,           0.0036305,             0.97908,             0.97693,             0.98841,             0.76487,            0.014093,            0.014079,           0.0018404,           0.0057925,           0.0057925,           0.0057925
                 172,            0.021224,            0.019132,           0.0046517,             0.98044,             0.98599,             0.99165,             0.78521,            0.013873,            0.013686,           0.0017652,           0.0057678,           0.0057678,           0.0057678
                 173,            0.020848,            0.019316,           0.0033424,             0.97978,             0.97794,             0.98787,             0.78298,             0.01325,             0.01368,           0.0018627,            0.005743,            0.005743,            0.005743
                 174,            0.020113,            0.019413,           0.0048052,             0.97338,             0.98568,             0.98783,             0.77886,            0.013208,            0.013777,           0.0017603,           0.0057183,           0.0057183,           0.0057183
                 175,            0.020413,            0.019527,           0.0041659,             0.98587,             0.97783,             0.98707,             0.78134,            0.013853,              0.0136,           0.0016557,           0.0056935,           0.0056935,           0.0056935
                 176,            0.022421,              0.0188,           0.0049429,              0.9725,             0.98218,             0.98672,             0.77904,            0.014228,            0.013691,           0.0017205,           0.0056688,           0.0056688,           0.0056688
                 177,            0.020988,            0.018497,           0.0037083,             0.97759,             0.97386,             0.98743,             0.77462,            0.013973,            0.014102,           0.0016841,            0.005644,            0.005644,            0.005644
                 178,            0.019106,            0.019041,           0.0028418,             0.98329,             0.97871,             0.98963,             0.78408,            0.013702,            0.013845,           0.0016127,           0.0056193,           0.0056193,           0.0056193
                 179,            0.022126,            0.018872,           0.0051203,             0.96618,             0.98717,             0.98612,             0.77507,            0.014172,            0.014346,           0.0017172,           0.0055945,           0.0055945,           0.0055945
                 180,            0.021454,             0.01859,            0.002888,             0.98283,             0.97566,             0.98873,             0.78514,            0.014009,            0.013789,           0.0017462,           0.0055698,           0.0055698,           0.0055698
                 181,            0.022504,            0.019647,           0.0046583,             0.97998,             0.97783,             0.98649,             0.77757,            0.013553,            0.014064,           0.0016072,            0.005545,            0.005545,            0.005545
                 182,            0.020528,            0.018605,           0.0037681,             0.97464,              0.9814,             0.98692,             0.78259,            0.013118,             0.01367,           0.0016339,           0.0055202,           0.0055202,           0.0055202
                 183,            0.022111,            0.018661,           0.0062852,             0.97717,             0.98341,             0.98758,             0.78756,             0.01342,             0.01362,           0.0016257,           0.0054955,           0.0054955,           0.0054955
                 184,            0.020556,            0.019203,           0.0043241,             0.98195,             0.98148,             0.98965,             0.78801,            0.013662,            0.013693,           0.0016273,           0.0054707,           0.0054707,           0.0054707
                 185,            0.020583,            0.019525,           0.0032696,             0.98446,             0.98387,             0.98945,              0.7837,            0.013334,            0.013852,            0.001632,            0.005446,            0.005446,            0.005446
                 186,            0.022398,            0.019394,           0.0049978,             0.67511,             0.36833,              0.4087,              0.2827,            0.044899,            0.069826,            0.025093,           0.0054212,           0.0054212,           0.0054212
                 187,            0.025039,            0.028757,            0.023701,             0.75963,             0.59449,             0.64391,             0.41152,            0.033839,            0.033962,            0.022637,           0.0053965,           0.0053965,           0.0053965
                 188,            0.024955,            0.027398,           0.0060101,             0.71501,             0.67647,              0.7518,             0.50011,            0.023564,            0.027943,            0.017318,           0.0053717,           0.0053717,           0.0053717
                 189,            0.023262,            0.025863,             0.00532,             0.79083,             0.85468,             0.87746,             0.59669,            0.019325,            0.022634,           0.0054243,            0.005347,            0.005347,            0.005347
                 190,             0.02262,            0.024711,           0.0042492,              0.8515,             0.92769,               0.931,             0.66116,            0.017224,              0.0193,           0.0026139,           0.0053223,           0.0053223,           0.0053223
                 191,            0.022886,             0.02471,            0.005535,             0.90701,             0.92702,             0.93732,             0.67676,            0.016992,            0.018466,           0.0025808,           0.0052975,           0.0052975,           0.0052975
                 192,            0.022774,            0.023089,            0.003752,             0.90095,             0.95121,             0.95774,             0.68976,            0.016316,            0.018048,           0.0021839,           0.0052727,           0.0052727,           0.0052727
                 193,            0.021646,            0.023232,           0.0036812,             0.91335,             0.91618,             0.94046,             0.66749,            0.017445,             0.01949,            0.002173,            0.005248,            0.005248,            0.005248
                 194,            0.022484,            0.022448,           0.0040165,             0.91619,             0.94534,             0.95914,             0.69895,            0.016092,            0.017459,           0.0023189,           0.0052233,           0.0052233,           0.0052233
                 195,            0.024035,            0.022873,           0.0047962,             0.93727,             0.92875,             0.94825,              0.6926,            0.016818,             0.01747,             0.00215,           0.0051985,           0.0051985,           0.0051985
                 196,            0.022511,            0.021225,           0.0046762,             0.93754,             0.94562,             0.96394,             0.71162,            0.016271,            0.016726,           0.0019474,           0.0051737,           0.0051737,           0.0051737
                 197,            0.022666,            0.021468,           0.0048127,             0.93626,             0.96311,             0.97095,             0.71846,             0.01612,            0.016536,            0.001752,            0.005149,            0.005149,            0.005149
                 198,            0.021273,            0.021577,           0.0048085,             0.93676,             0.96609,             0.96621,             0.72706,            0.016276,            0.016098,           0.0018243,           0.0051243,           0.0051243,           0.0051243
                 199,            0.021856,            0.021572,           0.0042633,              0.9649,              0.9619,             0.97876,             0.73925,            0.015386,             0.01555,           0.0017163,           0.0050995,           0.0050995,           0.0050995
                 200,            0.019609,            0.021388,           0.0038837,             0.95585,             0.97238,             0.97886,             0.74075,            0.014595,            0.015382,           0.0017516,           0.0050747,           0.0050747,           0.0050747
                 201,            0.020187,            0.021315,           0.0035391,             0.95767,             0.96759,             0.97775,             0.74163,            0.014813,            0.015343,           0.0018553,             0.00505,             0.00505,             0.00505
                 202,            0.021646,            0.020707,           0.0041317,             0.96544,             0.95915,             0.97955,             0.75258,            0.014178,            0.015198,           0.0016582,           0.0050253,           0.0050253,           0.0050253
                 203,            0.022842,            0.020187,           0.0049848,             0.94724,             0.97664,             0.98065,             0.75292,            0.014785,            0.015148,           0.0017192,           0.0050005,           0.0050005,           0.0050005
                 204,            0.020986,            0.020479,           0.0046644,             0.95758,             0.97453,             0.98166,             0.75102,            0.015041,            0.014968,           0.0017852,           0.0049758,           0.0049758,           0.0049758
                 205,            0.020791,            0.021409,           0.0048552,             0.96341,             0.97543,             0.98435,             0.74932,            0.013929,            0.014931,           0.0016504,            0.004951,            0.004951,            0.004951
                 206,            0.022514,            0.019456,           0.0044738,             0.95993,             0.97553,             0.98048,             0.75346,            0.013919,            0.014824,           0.0016326,           0.0049263,           0.0049263,           0.0049263
                 207,             0.02241,             0.02033,           0.0038056,             0.97422,             0.97655,             0.98712,             0.75919,            0.014618,            0.014634,           0.0015535,           0.0049015,           0.0049015,           0.0049015
                 208,            0.019764,            0.019884,           0.0043894,             0.97916,             0.97664,             0.98486,             0.76462,             0.01424,            0.014567,           0.0016075,           0.0048768,           0.0048768,           0.0048768
                 209,             0.02095,              0.0213,           0.0040338,             0.96336,             0.97687,             0.98326,             0.76139,            0.013907,            0.014606,           0.0016111,            0.004852,            0.004852,            0.004852
                 210,             0.02165,            0.020171,           0.0044442,             0.95857,             0.97599,             0.98113,             0.75646,            0.014376,             0.01474,           0.0016332,           0.0048272,           0.0048272,           0.0048272
                 211,            0.021457,            0.019746,           0.0038931,             0.96784,             0.97949,             0.98372,             0.76347,            0.013957,            0.014488,           0.0015398,           0.0048025,           0.0048025,           0.0048025
                 212,            0.020081,            0.019404,           0.0034831,             0.97081,             0.97111,             0.98317,              0.7673,            0.013859,            0.014433,           0.0015505,           0.0047778,           0.0047778,           0.0047778
                 213,            0.021479,             0.02021,           0.0042722,             0.96995,             0.97787,             0.98563,             0.76609,              0.0144,            0.014493,           0.0014361,            0.004753,            0.004753,            0.004753
                 214,            0.021778,            0.020381,           0.0045784,             0.97056,             0.98184,             0.98755,              0.7657,            0.013823,            0.014525,           0.0014838,           0.0047283,           0.0047283,           0.0047283
                 215,            0.020671,            0.019825,           0.0049309,             0.97305,             0.96783,             0.98395,             0.76504,            0.013321,            0.014342,           0.0016364,           0.0047035,           0.0047035,           0.0047035
                 216,            0.019857,             0.02053,           0.0043406,             0.97837,             0.97673,             0.98637,             0.77505,            0.013727,            0.014185,           0.0014601,           0.0046788,           0.0046788,           0.0046788
                 217,            0.022452,            0.020437,           0.0050869,             0.96236,              0.9838,             0.98563,             0.77346,            0.014259,            0.014154,           0.0015474,            0.004654,            0.004654,            0.004654
                 218,            0.020152,            0.018979,           0.0042893,             0.97425,             0.97977,             0.98678,             0.77782,            0.013837,            0.014069,           0.0015343,           0.0046293,           0.0046293,           0.0046293
                 219,            0.020906,            0.019619,           0.0029763,              0.9727,             0.98422,             0.98772,             0.77763,            0.013396,            0.013959,            0.001465,           0.0046045,           0.0046045,           0.0046045
                 220,            0.021461,            0.019059,           0.0037871,             0.97711,             0.98042,              0.9878,             0.77771,            0.013401,            0.014028,           0.0014335,           0.0045798,           0.0045798,           0.0045798
                 221,            0.021438,            0.019549,           0.0033237,             0.97149,             0.98458,             0.98751,             0.77848,             0.01307,            0.014016,           0.0014378,            0.004555,            0.004555,            0.004555
                 222,            0.019657,            0.019149,           0.0039639,             0.97319,             0.98437,             0.98742,             0.77672,            0.013103,            0.013983,           0.0013955,           0.0045303,           0.0045303,           0.0045303
                 223,            0.020061,             0.01847,             0.00284,             0.97362,             0.98181,             0.98788,             0.77698,             0.01325,            0.013953,           0.0013997,           0.0045055,           0.0045055,           0.0045055
                 224,            0.021435,            0.019269,           0.0036115,             0.97275,             0.98178,             0.98812,             0.77782,            0.013388,            0.013971,           0.0013678,           0.0044808,           0.0044808,           0.0044808
                 225,            0.018829,            0.019821,           0.0047564,             0.97061,             0.98778,             0.98839,             0.78046,             0.01318,            0.013944,           0.0013649,            0.004456,            0.004456,            0.004456
                 226,            0.020781,            0.018666,           0.0048069,             0.97593,             0.98784,             0.99049,             0.78373,            0.013186,            0.013844,           0.0013455,           0.0044313,           0.0044313,           0.0044313
                 227,            0.018855,            0.019364,           0.0024205,              0.9706,             0.98522,             0.98827,             0.78281,            0.013291,            0.013902,           0.0014079,           0.0044065,           0.0044065,           0.0044065
                 228,            0.020892,            0.019847,            0.003639,             0.97132,             0.98671,             0.98877,              0.7853,            0.013252,            0.013809,           0.0012984,           0.0043818,           0.0043818,           0.0043818
                 229,             0.02184,             0.01879,           0.0045592,             0.97301,             0.98454,             0.98885,             0.77969,            0.012969,            0.013905,           0.0013121,            0.004357,            0.004357,            0.004357
                 230,            0.020841,            0.019268,           0.0022894,             0.97184,             0.98663,             0.98843,             0.78665,            0.014917,            0.013806,           0.0013789,           0.0043323,           0.0043323,           0.0043323
                 231,            0.021399,            0.019772,           0.0036548,              0.9765,             0.98473,             0.98929,             0.78778,            0.014336,            0.013745,           0.0014852,           0.0043075,           0.0043075,           0.0043075
                 232,            0.018797,            0.019089,           0.0059975,             0.97421,             0.97776,             0.98472,              0.7793,            0.012958,            0.013831,           0.0014105,           0.0042828,           0.0042828,           0.0042828
                 233,            0.019156,            0.018415,           0.0035058,             0.97026,             0.97598,             0.98267,             0.77289,            0.013632,            0.013961,           0.0014377,            0.004258,            0.004258,            0.004258
                 234,            0.020219,            0.020032,           0.0032843,             0.97941,             0.97744,             0.98932,             0.77853,            0.013637,            0.013908,           0.0013306,           0.0042333,           0.0042333,           0.0042333
                 235,            0.020123,            0.018952,           0.0044436,             0.97888,             0.97616,             0.98853,             0.77681,             0.01323,            0.013901,           0.0013328,           0.0042085,           0.0042085,           0.0042085
                 236,            0.020334,            0.019533,           0.0042398,              0.9709,             0.98197,             0.98565,             0.77889,            0.012883,            0.013877,           0.0013345,           0.0041837,           0.0041837,           0.0041837
                 237,            0.019664,            0.019034,           0.0042558,             0.97503,             0.97974,             0.98832,              0.7781,            0.013181,            0.013893,            0.001339,            0.004159,            0.004159,            0.004159
                 238,            0.018919,            0.019304,            0.004328,             0.98627,             0.97992,             0.98988,             0.78108,            0.013429,            0.013798,           0.0012854,           0.0041342,           0.0041342,           0.0041342
                 239,            0.019378,            0.019488,           0.0036614,             0.98142,             0.98074,             0.98938,             0.78711,            0.013076,            0.013656,           0.0012872,           0.0041095,           0.0041095,           0.0041095
                 240,            0.020007,            0.018788,           0.0048768,             0.97452,             0.98432,             0.98991,             0.78617,            0.013258,            0.013666,           0.0013387,           0.0040847,           0.0040847,           0.0040847
                 241,             0.02009,            0.018625,           0.0033522,             0.97673,             0.98238,             0.98919,             0.78412,            0.012981,            0.013618,           0.0013004,             0.00406,             0.00406,             0.00406
                 242,            0.018756,            0.019119,             0.00269,             0.97735,             0.98083,             0.98886,             0.79042,            0.012605,            0.013593,           0.0012661,           0.0040352,           0.0040352,           0.0040352
                 243,            0.019319,            0.019268,           0.0040406,             0.98092,             0.97987,             0.98763,             0.78823,            0.012816,            0.013608,           0.0012482,           0.0040105,           0.0040105,           0.0040105
                 244,            0.018833,            0.018028,           0.0032628,               0.975,             0.98139,             0.98704,             0.79003,            0.012101,            0.013454,            0.001232,           0.0039857,           0.0039857,           0.0039857
                 245,             0.01855,            0.018628,           0.0031834,              0.9765,             0.98226,             0.98773,             0.78941,            0.012451,            0.013494,           0.0011985,            0.003961,            0.003961,            0.003961
                 246,            0.018546,            0.017919,           0.0032962,             0.97306,              0.9814,             0.98747,              0.7848,            0.012593,            0.013627,           0.0013041,           0.0039362,           0.0039362,           0.0039362
                 247,            0.019381,            0.017555,           0.0028679,             0.97345,             0.98731,             0.98604,             0.79375,            0.012601,            0.013398,           0.0012401,           0.0039115,           0.0039115,           0.0039115
                 248,            0.019017,            0.019125,           0.0024465,              0.9712,             0.98901,             0.98739,             0.79022,            0.012272,             0.01338,           0.0012475,           0.0038867,           0.0038867,           0.0038867
                 249,            0.020384,            0.018714,           0.0028125,             0.96481,             0.98069,              0.9853,             0.78984,            0.012705,            0.013583,           0.0012191,            0.003862,            0.003862,            0.003862
                 250,            0.018379,            0.018741,            0.004013,             0.97491,             0.98692,             0.98782,             0.78742,             0.01267,            0.013576,           0.0012462,           0.0038372,           0.0038372,           0.0038372
                 251,            0.019363,            0.018407,           0.0038423,             0.97673,             0.97928,             0.98562,             0.78784,            0.012845,            0.013482,           0.0012778,           0.0038125,           0.0038125,           0.0038125
                 252,            0.019644,            0.018532,           0.0032844,             0.98247,             0.97742,             0.98841,             0.79684,            0.012452,            0.013364,           0.0012665,           0.0037878,           0.0037878,           0.0037878
                 253,            0.018967,            0.018856,           0.0027231,             0.98003,             0.98489,             0.98865,             0.79693,             0.01264,            0.013368,           0.0012125,            0.003763,            0.003763,            0.003763
                 254,            0.019601,            0.018672,           0.0036158,             0.97506,             0.99009,             0.99174,             0.79853,            0.012312,            0.013284,           0.0011816,           0.0037383,           0.0037383,           0.0037383
                 255,            0.018488,              0.0178,           0.0026772,              0.9758,             0.99149,             0.99178,             0.79726,            0.011937,             0.01323,           0.0011764,           0.0037135,           0.0037135,           0.0037135
                 256,            0.018717,            0.018587,           0.0041933,             0.97717,             0.98581,             0.99033,             0.79729,            0.012276,            0.013419,           0.0011448,           0.0036888,           0.0036888,           0.0036888
                 257,            0.017606,            0.018808,           0.0031673,             0.97638,              0.9868,             0.98971,             0.79269,            0.012312,            0.013265,            0.001107,            0.003664,            0.003664,            0.003664
                 258,            0.019872,            0.018505,           0.0041374,             0.98028,             0.98176,             0.98964,             0.79779,            0.012228,            0.013234,             0.00112,           0.0036393,           0.0036393,           0.0036393
                 259,            0.018444,            0.018097,           0.0038885,              0.9783,             0.98031,             0.99059,             0.79068,            0.012506,            0.013617,           0.0011166,           0.0036145,           0.0036145,           0.0036145
                 260,            0.019133,            0.017954,           0.0039773,             0.97897,             0.97225,              0.9868,             0.79375,            0.013505,            0.013464,           0.0012019,           0.0035898,           0.0035898,           0.0035898
                 261,            0.017981,            0.018552,           0.0037139,             0.98103,             0.98379,             0.99021,             0.79338,            0.012295,            0.013374,           0.0011748,            0.003565,            0.003565,            0.003565
                 262,             0.01791,            0.018537,           0.0039548,             0.97443,               0.987,             0.99051,             0.79598,            0.012189,            0.013328,           0.0012023,           0.0035403,           0.0035403,           0.0035403
                 263,            0.017595,            0.018053,           0.0034531,             0.98262,             0.98429,             0.98877,             0.79703,            0.012426,            0.013325,           0.0011485,           0.0035155,           0.0035155,           0.0035155
                 264,            0.018359,            0.018097,           0.0031139,             0.98521,             0.98527,             0.99156,             0.79882,             0.01207,            0.013248,           0.0012245,           0.0034908,           0.0034908,           0.0034908
                 265,            0.018646,            0.018077,           0.0021467,             0.98226,             0.98431,             0.99186,             0.80467,            0.012685,            0.013109,           0.0010778,            0.003466,            0.003466,            0.003466
                 266,            0.020451,            0.018574,           0.0034981,             0.97885,             0.98493,             0.99077,             0.80155,            0.012228,            0.013042,           0.0011191,           0.0034413,           0.0034413,           0.0034413
                 267,            0.019697,             0.01828,           0.0034744,             0.97308,             0.98814,             0.98927,              0.8029,            0.012247,            0.013085,           0.0011246,           0.0034165,           0.0034165,           0.0034165
                 268,            0.017755,            0.018659,           0.0032538,             0.97637,             0.98845,             0.98973,             0.80588,            0.012018,             0.01306,           0.0011148,           0.0033918,           0.0033918,           0.0033918
                 269,            0.017544,            0.018349,           0.0041728,             0.98068,             0.98758,             0.98989,             0.80294,            0.012004,            0.013072,           0.0010203,            0.003367,            0.003367,            0.003367
                 270,            0.017296,            0.017836,           0.0033781,             0.98349,             0.98618,             0.99253,             0.80218,            0.011985,            0.012993,           0.0010133,           0.0033423,           0.0033423,           0.0033423
                 271,             0.01921,            0.018511,           0.0038127,             0.98326,              0.9857,               0.991,             0.80673,            0.012354,            0.012884,           0.0010942,           0.0033175,           0.0033175,           0.0033175
                 272,            0.017908,            0.016982,           0.0057633,             0.97973,             0.98766,             0.99077,             0.80686,              0.0122,            0.012903,           0.0010437,           0.0032928,           0.0032928,           0.0032928
                 273,            0.017457,            0.017771,           0.0031784,             0.98576,             0.98196,             0.99069,             0.80706,            0.011954,            0.012926,           0.0010889,            0.003268,            0.003268,            0.003268
                 274,            0.017856,            0.017922,           0.0034677,             0.98563,             0.98671,              0.9919,             0.81055,            0.012282,            0.012939,           0.0010816,           0.0032433,           0.0032433,           0.0032433
                 275,            0.017233,              0.0177,           0.0035253,             0.98593,             0.98355,             0.98973,             0.80655,            0.011991,            0.012898,           0.0010755,           0.0032185,           0.0032185,           0.0032185
                 276,            0.017612,            0.017852,           0.0030046,              0.9787,             0.98782,             0.98991,             0.80544,            0.011674,            0.012876,           0.0010396,           0.0031938,           0.0031938,           0.0031938
                 277,            0.018944,            0.017846,           0.0022153,             0.97985,             0.98559,             0.99116,             0.80756,            0.011812,            0.012873,           0.0010418,            0.003169,            0.003169,            0.003169
                 278,            0.018199,            0.018307,           0.0030701,              0.9748,             0.98919,             0.98981,              0.8022,            0.011762,            0.012896,           0.0010286,           0.0031443,           0.0031443,           0.0031443
                 279,            0.015794,            0.017539,           0.0026629,             0.98359,              0.9866,             0.99195,             0.80896,            0.011628,            0.012819,           0.0010259,           0.0031195,           0.0031195,           0.0031195
                 280,            0.018493,            0.018072,           0.0032053,             0.98126,             0.98721,               0.991,             0.80819,            0.011432,            0.012763,           0.0010113,           0.0030948,           0.0030948,           0.0030948
                 281,            0.016822,            0.017357,           0.0024696,             0.97849,             0.99013,              0.9908,             0.80841,            0.011899,            0.012788,           0.0010864,             0.00307,             0.00307,             0.00307
                 282,            0.019266,            0.018123,           0.0038951,              0.9845,             0.98941,             0.99226,             0.80718,            0.011539,            0.012839,           0.0010423,           0.0030452,           0.0030452,           0.0030452
                 283,            0.017842,            0.016744,           0.0031557,             0.98316,             0.98307,             0.98996,             0.80565,            0.011818,            0.012819,           0.0010714,           0.0030205,           0.0030205,           0.0030205
                 284,            0.016778,            0.017918,           0.0023789,             0.98249,             0.98716,             0.98977,             0.80659,             0.01221,            0.012826,           0.0010561,           0.0029957,           0.0029957,           0.0029957
                 285,            0.016633,            0.017488,           0.0031696,             0.98063,             0.98599,              0.9897,             0.80935,            0.012124,            0.012803,            0.001042,            0.002971,            0.002971,            0.002971
                 286,            0.016654,            0.018097,           0.0025349,              0.9816,             0.98626,             0.99007,             0.81205,            0.011944,            0.012715,            0.001029,           0.0029462,           0.0029462,           0.0029462
                 287,            0.018783,            0.018002,           0.0032644,             0.98594,             0.98527,             0.99283,              0.8097,             0.01184,            0.012671,           0.0010282,           0.0029215,           0.0029215,           0.0029215
                 288,             0.01786,            0.018204,           0.0027198,             0.98384,             0.98709,             0.99252,             0.81179,            0.011757,            0.012714,           0.0010369,           0.0028967,           0.0028967,           0.0028967
                 289,            0.017367,            0.017862,           0.0020227,             0.98415,             0.98722,             0.99103,             0.81374,            0.011533,            0.012659,          0.00098724,            0.002872,            0.002872,            0.002872
                 290,             0.01767,            0.017663,           0.0037872,             0.98899,             0.98476,             0.99109,             0.81234,            0.011474,            0.012755,          0.00095403,           0.0028472,           0.0028472,           0.0028472
                 291,            0.015832,            0.017405,            0.003094,             0.98317,             0.98613,             0.99007,             0.81357,            0.011595,            0.012669,          0.00097058,           0.0028225,           0.0028225,           0.0028225
                 292,            0.015326,             0.01752,           0.0016505,             0.98146,             0.98797,             0.99078,             0.81988,            0.011279,            0.012626,          0.00093127,           0.0027977,           0.0027977,           0.0027977
                 293,             0.01585,             0.01826,           0.0025026,              0.9811,             0.98886,             0.99098,             0.81886,             0.01135,            0.012576,          0.00091168,            0.002773,            0.002773,            0.002773
                 294,            0.017407,            0.017387,           0.0021568,             0.98246,             0.98928,             0.99105,             0.81875,            0.011295,             0.01251,           0.0010071,           0.0027482,           0.0027482,           0.0027482
                 295,            0.018576,            0.017604,           0.0032614,             0.98455,             0.98723,             0.99103,              0.8177,            0.011548,            0.012548,           0.0010444,           0.0027235,           0.0027235,           0.0027235
                 296,            0.017457,            0.017104,           0.0032903,             0.98575,             0.98688,             0.99153,             0.81769,            0.011551,            0.012527,          0.00096842,           0.0026987,           0.0026987,           0.0026987
                 297,            0.017243,            0.017387,           0.0031507,             0.98726,             0.98849,             0.99108,             0.81992,            0.011997,            0.012498,          0.00097292,            0.002674,            0.002674,            0.002674
                 298,            0.017024,            0.017937,           0.0025762,             0.97593,             0.99053,             0.99051,             0.81992,            0.011164,            0.012507,          0.00099961,           0.0026492,           0.0026492,           0.0026492
                 299,            0.016671,            0.017363,           0.0018874,             0.97244,             0.99607,             0.99323,             0.81738,            0.011032,            0.012515,          0.00095058,           0.0026245,           0.0026245,           0.0026245
                 300,            0.017186,            0.017562,            0.002175,             0.98462,             0.98435,             0.99124,             0.81653,            0.011968,              0.0125,          0.00093144,           0.0025997,           0.0025997,           0.0025997
                 301,            0.016912,            0.017045,           0.0030113,              0.9824,             0.98336,             0.99032,             0.81951,            0.011763,            0.012551,           0.0010471,            0.002575,            0.002575,            0.002575
                 302,            0.017541,             0.01735,            0.002537,             0.98724,             0.98487,             0.99189,              0.8199,            0.011144,            0.012475,          0.00093958,           0.0025503,           0.0025503,           0.0025503
                 303,            0.016189,            0.016661,           0.0020977,             0.98585,             0.98662,             0.99217,             0.82193,             0.01111,            0.012437,          0.00095175,           0.0025255,           0.0025255,           0.0025255
                 304,            0.016836,            0.017503,            0.002827,             0.98241,             0.99077,             0.99095,             0.81963,            0.011686,            0.012589,          0.00096933,           0.0025008,           0.0025008,           0.0025008
                 305,            0.015887,            0.017134,           0.0029201,             0.98302,              0.9865,             0.99053,             0.81996,            0.011254,            0.012481,           0.0010142,            0.002476,            0.002476,            0.002476
                 306,            0.017635,            0.017406,           0.0027088,             0.97913,             0.99088,             0.99133,             0.82039,            0.010989,            0.012409,          0.00086892,           0.0024513,           0.0024513,           0.0024513
                 307,            0.016671,            0.016986,           0.0032541,             0.98526,             0.98486,             0.99157,               0.821,            0.011738,            0.012397,          0.00087961,           0.0024265,           0.0024265,           0.0024265
                 308,            0.017878,            0.017418,           0.0025836,             0.98094,             0.98862,             0.99066,             0.82086,            0.011072,            0.012407,          0.00089871,           0.0024018,           0.0024018,           0.0024018
                 309,            0.016042,            0.017358,           0.0022278,             0.98823,             0.98246,             0.99217,              0.8236,            0.010973,            0.012409,          0.00088994,            0.002377,            0.002377,            0.002377
                 310,            0.015658,            0.017321,            0.003992,             0.98535,             0.98596,             0.99188,               0.825,            0.011199,            0.012351,          0.00086644,           0.0023523,           0.0023523,           0.0023523
                 311,            0.015489,            0.017397,           0.0021088,             0.98643,             0.98877,             0.99114,             0.82562,            0.011009,             0.01231,          0.00085071,           0.0023275,           0.0023275,           0.0023275
                 312,            0.015934,            0.017461,           0.0024851,             0.98099,             0.99191,             0.99069,             0.82251,            0.010941,            0.012365,          0.00085092,           0.0023028,           0.0023028,           0.0023028
                 313,            0.016367,            0.017557,           0.0029589,             0.98655,             0.99016,             0.99153,             0.82455,             0.01076,            0.012269,          0.00083198,            0.002278,            0.002278,            0.002278
