               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.040822,            0.027871,            0.014802,             0.95213,             0.73177,             0.77128,             0.45817,            0.026985,            0.022514,            0.009169,            0.009406,            0.009406,            0.009406
                  26,            0.033203,            0.027399,            0.014219,             0.96315,             0.73614,             0.77406,             0.47295,            0.025274,            0.021352,           0.0087538,           0.0093813,           0.0093813,           0.0093813
                  27,            0.036824,            0.027709,            0.012898,             0.96793,             0.73758,             0.77511,             0.48253,            0.024756,            0.021088,           0.0084674,           0.0093565,           0.0093565,           0.0093565
                  28,            0.039365,             0.02683,            0.013574,             0.96468,             0.74032,             0.77457,             0.47268,            0.025079,            0.021088,            0.008112,           0.0093317,           0.0093317,           0.0093317
                  29,            0.039243,            0.028064,            0.014667,             0.95504,             0.72818,             0.77092,             0.47446,            0.026877,            0.021544,           0.0080863,            0.009307,            0.009307,            0.009307
                  30,            0.035379,            0.027718,            0.012063,             0.96409,             0.73993,             0.78488,             0.51591,             0.02574,            0.020761,           0.0075935,           0.0092823,           0.0092823,           0.0092823
                  31,            0.041898,            0.026754,            0.013427,             0.96226,             0.73561,             0.79408,             0.49862,            0.025775,            0.020784,           0.0082967,           0.0092575,           0.0092575,           0.0092575
                  32,            0.037065,             0.02779,             0.01252,             0.97401,             0.73506,             0.80683,             0.48765,            0.025382,            0.020791,           0.0073802,           0.0092327,           0.0092327,           0.0092327
                  33,            0.035772,            0.027856,            0.010476,             0.97296,             0.74555,             0.81107,             0.52571,            0.022549,            0.020133,           0.0073433,            0.009208,            0.009208,            0.009208
                  34,            0.035577,            0.027508,            0.011381,             0.97207,             0.74087,              0.8319,              0.5362,            0.024252,            0.020835,            0.007264,           0.0091833,           0.0091833,           0.0091833
                  35,            0.037667,             0.02636,            0.012386,             0.97057,             0.73921,             0.83013,             0.48573,            0.025567,            0.020323,           0.0068321,           0.0091585,           0.0091585,           0.0091585
                  36,            0.035596,            0.026628,            0.012324,             0.88022,             0.79901,             0.82511,             0.53248,            0.022779,             0.01996,            0.006983,           0.0091337,           0.0091337,           0.0091337
                  37,            0.031712,            0.026924,            0.010287,             0.85235,             0.79405,             0.81648,             0.54171,            0.022554,            0.019721,           0.0067479,            0.009109,            0.009109,            0.009109
                  38,            0.033332,            0.025888,            0.012426,             0.86736,             0.79063,             0.81984,             0.54166,            0.021081,            0.019633,           0.0066787,           0.0090843,           0.0090843,           0.0090843
                  39,            0.032956,            0.025078,            0.010929,             0.87598,             0.80675,             0.83557,             0.54383,            0.021905,            0.019871,           0.0064401,           0.0090595,           0.0090595,           0.0090595
                  40,             0.03352,             0.02659,           0.0098247,             0.85297,             0.81619,              0.8565,             0.55612,              0.0226,            0.019578,           0.0065602,           0.0090347,           0.0090347,           0.0090347
                  41,            0.032864,            0.025835,            0.010145,             0.88388,              0.8107,             0.86099,             0.55119,            0.023045,            0.019916,            0.006154,             0.00901,             0.00901,             0.00901
                  42,            0.034725,            0.025573,            0.010768,             0.86613,             0.80892,             0.86586,             0.55126,            0.023524,            0.020119,           0.0060037,           0.0089853,           0.0089853,           0.0089853
                  43,            0.032399,            0.026381,           0.0077909,             0.86775,             0.81407,             0.85776,             0.54479,            0.023257,            0.020051,           0.0058743,           0.0089605,           0.0089605,           0.0089605
                  44,            0.032744,            0.025787,           0.0091112,             0.92449,              0.8125,             0.88569,             0.57766,            0.021416,            0.019388,           0.0060145,           0.0089358,           0.0089358,           0.0089358
                  45,             0.03496,              0.0256,           0.0099916,              0.8712,             0.81095,             0.86122,             0.58062,            0.020953,            0.019059,           0.0059837,            0.008911,            0.008911,            0.008911
                  46,            0.031426,            0.025547,            0.010431,              0.9143,             0.80251,             0.87487,             0.58466,            0.021465,            0.019389,           0.0063439,           0.0088863,           0.0088863,           0.0088863
                  47,            0.031742,            0.025588,            0.010344,             0.90368,             0.81001,             0.87373,             0.58552,            0.020735,            0.019198,           0.0062979,           0.0088615,           0.0088615,           0.0088615
                  48,            0.029929,            0.025342,           0.0092937,             0.92213,             0.83079,             0.89635,             0.59135,            0.021281,            0.019053,           0.0056547,           0.0088368,           0.0088368,           0.0088368
                  49,            0.032701,            0.025369,           0.0084853,             0.92126,             0.80539,             0.88563,             0.57726,            0.021561,            0.019293,           0.0055189,            0.008812,            0.008812,            0.008812
                  50,            0.030602,            0.025139,           0.0085161,             0.80208,             0.89458,             0.89181,             0.58749,            0.021419,            0.018902,           0.0056984,           0.0087872,           0.0087872,           0.0087872
                  51,            0.029904,             0.02505,           0.0094133,             0.87983,             0.85846,             0.89441,             0.60844,            0.019515,            0.018506,           0.0054966,           0.0087625,           0.0087625,           0.0087625
                  52,            0.031762,            0.024194,           0.0098556,             0.82104,             0.90014,              0.8973,              0.6111,            0.020943,            0.018839,           0.0054101,           0.0087378,           0.0087378,           0.0087378
                  53,            0.030882,            0.024369,           0.0083375,             0.92648,             0.82331,             0.88783,             0.59021,            0.020531,            0.018977,           0.0053211,            0.008713,            0.008713,            0.008713
                  54,             0.03457,            0.025646,            0.009593,             0.91192,             0.81211,             0.88367,              0.5814,            0.021989,            0.019137,           0.0053819,           0.0086882,           0.0086882,           0.0086882
                  55,            0.030937,            0.024091,           0.0086549,             0.85434,             0.87856,             0.90753,             0.60248,            0.021989,            0.018757,           0.0054011,           0.0086635,           0.0086635,           0.0086635
                  56,            0.029317,            0.024914,           0.0095651,             0.81301,              0.9183,             0.90778,             0.61793,            0.020005,            0.018879,           0.0051137,           0.0086388,           0.0086388,           0.0086388
                  57,            0.029965,            0.025701,           0.0094663,             0.74388,             0.88541,             0.87845,              0.6022,            0.021241,            0.019761,           0.0051425,            0.008614,            0.008614,            0.008614
                  58,            0.030383,            0.024886,           0.0087973,             0.80359,             0.89397,             0.89943,             0.61547,            0.020865,            0.018662,           0.0050571,           0.0085893,           0.0085893,           0.0085893
                  59,            0.032297,            0.025218,           0.0088885,             0.83507,             0.90542,             0.91377,             0.62072,            0.021159,            0.018666,           0.0051927,           0.0085645,           0.0085645,           0.0085645
                  60,            0.028208,            0.024584,           0.0078716,             0.82192,             0.90565,             0.90694,              0.6197,            0.020231,            0.018706,           0.0051222,           0.0085398,           0.0085398,           0.0085398
                  61,            0.033884,            0.025532,            0.010706,             0.81285,             0.88599,             0.88482,             0.60774,            0.020036,            0.018987,           0.0053269,            0.008515,            0.008515,            0.008515
                  62,            0.030275,            0.024438,           0.0090118,             0.80608,             0.88955,             0.88577,             0.59183,            0.021225,            0.018969,           0.0049063,           0.0084903,           0.0084903,           0.0084903
                  63,            0.031215,            0.025951,           0.0074152,             0.82171,             0.86981,             0.87687,             0.58738,            0.021381,            0.021018,           0.0063223,           0.0084655,           0.0084655,           0.0084655
                  64,            0.031397,            0.026801,           0.0086934,             0.84139,              0.8856,             0.90465,             0.60291,             0.02071,            0.019929,           0.0056213,           0.0084408,           0.0084408,           0.0084408
                  65,            0.028816,            0.024651,           0.0076192,             0.84494,             0.90381,             0.92309,             0.59694,            0.021831,            0.019476,           0.0047793,            0.008416,            0.008416,            0.008416
                  66,            0.029232,             0.02417,           0.0055037,             0.82572,             0.90126,             0.90755,             0.63241,             0.01991,            0.018866,           0.0047251,           0.0083913,           0.0083913,           0.0083913
                  67,            0.030129,            0.024329,           0.0076877,             0.83221,             0.89946,             0.91473,             0.62779,            0.019871,            0.018703,           0.0048625,           0.0083665,           0.0083665,           0.0083665
                  68,            0.026694,            0.024174,           0.0062802,             0.88226,             0.90311,             0.94031,             0.65784,            0.019391,            0.018269,           0.0046409,           0.0083418,           0.0083418,           0.0083418
                  69,            0.027744,            0.024702,           0.0070566,             0.88013,             0.90061,             0.93702,             0.64482,            0.018635,            0.018304,           0.0044478,            0.008317,            0.008317,            0.008317
                  70,             0.02945,            0.024663,           0.0078406,              0.8993,             0.87971,              0.9269,             0.65536,             0.01931,            0.017988,           0.0045663,           0.0082922,           0.0082922,           0.0082922
                  71,            0.029971,            0.023678,           0.0059266,              0.8959,             0.90867,             0.93218,             0.64796,            0.019297,            0.017979,           0.0045758,           0.0082675,           0.0082675,           0.0082675
                  72,            0.027579,            0.024512,           0.0080592,             0.89382,             0.90688,             0.92985,             0.64375,            0.019003,            0.017985,           0.0044677,           0.0082428,           0.0082428,           0.0082428
                  73,            0.030061,            0.024925,           0.0080236,             0.85127,             0.89691,             0.89543,             0.60907,            0.020617,            0.018752,           0.0047061,            0.008218,            0.008218,            0.008218
                  74,            0.028993,            0.025042,           0.0076625,             0.88423,             0.89902,             0.93193,             0.63525,            0.020285,            0.018799,           0.0043887,           0.0081932,           0.0081932,           0.0081932
                  75,            0.032539,            0.025567,           0.0088894,             0.88281,             0.91917,             0.93734,             0.64059,            0.020206,            0.018594,           0.0043569,           0.0081685,           0.0081685,           0.0081685
                  76,            0.030506,            0.024607,           0.0085557,             0.89776,              0.9079,             0.93754,             0.63624,            0.019825,            0.018657,           0.0042959,           0.0081437,           0.0081437,           0.0081437
                  77,            0.029122,            0.024679,           0.0054303,              0.9186,              0.9054,              0.9442,             0.64645,            0.020028,            0.018678,           0.0044189,            0.008119,            0.008119,            0.008119
                  78,            0.027944,             0.02529,           0.0069945,             0.89618,             0.86329,             0.91787,             0.61119,            0.019781,            0.019078,           0.0061568,           0.0080942,           0.0080942,           0.0080942
                  79,            0.027681,            0.025506,           0.0084205,             0.83096,             0.87947,               0.895,              0.5711,            0.021485,            0.020446,           0.0075012,           0.0080695,           0.0080695,           0.0080695
                  80,            0.030219,            0.025269,           0.0067993,              0.8449,             0.78644,             0.85954,             0.56887,            0.023143,            0.023168,            0.012961,           0.0080447,           0.0080447,           0.0080447
                  81,            0.030198,            0.027483,           0.0099404,             0.64909,             0.71151,             0.69882,             0.41045,            0.026797,            0.033621,            0.014769,             0.00802,             0.00802,             0.00802
                  82,             0.02787,            0.027067,           0.0079044,             0.79925,             0.83341,             0.85882,             0.55471,            0.023126,            0.025079,            0.006267,           0.0079953,           0.0079953,           0.0079953
                  83,            0.029642,            0.027574,           0.0077221,             0.85613,             0.86406,              0.8944,             0.58222,             0.02178,            0.022741,           0.0056677,           0.0079705,           0.0079705,           0.0079705
                  84,            0.028526,            0.026155,           0.0081941,             0.85443,             0.91458,             0.92561,             0.62332,            0.020177,             0.02054,           0.0044647,           0.0079457,           0.0079457,           0.0079457
                  85,            0.029981,             0.02622,           0.0095772,             0.88137,             0.92226,             0.93417,             0.62966,            0.020054,            0.019386,           0.0041418,            0.007921,            0.007921,            0.007921
                  86,            0.028835,            0.024893,           0.0080661,             0.87484,             0.90694,             0.91787,             0.63207,              0.0189,            0.019311,           0.0043959,           0.0078963,           0.0078963,           0.0078963
                  87,            0.028732,            0.026105,           0.0067305,              0.8853,              0.9217,              0.9256,              0.6247,            0.019132,            0.018974,           0.0039348,           0.0078715,           0.0078715,           0.0078715
                  88,            0.027676,            0.025477,           0.0073629,             0.89302,             0.91466,             0.91913,             0.62684,            0.018408,            0.018965,            0.004109,           0.0078467,           0.0078467,           0.0078467
                  89,            0.027811,            0.024535,           0.0063395,             0.92365,              0.9049,             0.93631,             0.63245,            0.019052,            0.018898,             0.00377,            0.007822,            0.007822,            0.007822
                  90,            0.028564,            0.025116,           0.0061122,             0.90351,             0.93732,             0.94477,             0.64859,            0.019647,             0.01853,           0.0037194,           0.0077973,           0.0077973,           0.0077973
                  91,            0.029115,            0.024847,           0.0083026,             0.93076,              0.9152,             0.93865,              0.6453,            0.020434,            0.018137,           0.0037982,           0.0077725,           0.0077725,           0.0077725
                  92,            0.028449,            0.024846,           0.0069122,             0.89364,             0.94644,             0.94726,             0.66178,            0.017861,            0.017985,           0.0038875,           0.0077478,           0.0077478,           0.0077478
                  93,            0.027346,             0.02485,           0.0057537,             0.91449,              0.9236,             0.94471,             0.66345,            0.018108,            0.018199,           0.0037092,            0.007723,            0.007723,            0.007723
                  94,            0.026828,            0.024908,           0.0046644,             0.90103,             0.95181,             0.94764,             0.66225,            0.018589,            0.017568,             0.00345,           0.0076983,           0.0076983,           0.0076983
                  95,            0.027474,             0.02354,           0.0056787,             0.91171,             0.94965,             0.94999,             0.66054,            0.018037,            0.017736,           0.0034345,           0.0076735,           0.0076735,           0.0076735
                  96,            0.027723,            0.023634,           0.0062889,             0.93508,             0.93546,             0.95293,             0.67224,            0.017734,            0.017535,           0.0035498,           0.0076488,           0.0076488,           0.0076488
                  97,            0.026775,            0.023715,           0.0078642,             0.91222,             0.94878,             0.94002,             0.67932,            0.017394,            0.017345,           0.0034858,            0.007624,            0.007624,            0.007624
                  98,             0.02945,            0.023728,           0.0066538,             0.92699,             0.95349,             0.95254,             0.67689,             0.01742,            0.017511,           0.0034836,           0.0075993,           0.0075993,           0.0075993
                  99,            0.026653,            0.023975,           0.0047426,             0.93408,             0.95945,             0.96031,               0.663,            0.018953,            0.017301,           0.0036411,           0.0075745,           0.0075745,           0.0075745
                 100,            0.027745,             0.02439,           0.0056667,             0.94356,             0.95184,             0.96096,             0.66831,            0.017667,             0.01743,           0.0037101,           0.0075498,           0.0075498,           0.0075498
                 101,            0.025071,            0.023565,           0.0083137,             0.91695,             0.96164,              0.9511,             0.65756,            0.017969,            0.017299,           0.0037237,            0.007525,            0.007525,            0.007525
                 102,            0.025209,            0.023683,           0.0055892,             0.92193,             0.97108,              0.9609,              0.6834,            0.017029,            0.017521,           0.0035146,           0.0075003,           0.0075003,           0.0075003
                 103,             0.02707,            0.022866,           0.0051326,              0.9352,             0.95325,             0.96323,             0.67926,            0.017774,            0.017404,            0.003563,           0.0074755,           0.0074755,           0.0074755
                 104,              0.0268,            0.022844,           0.0047127,             0.91756,             0.94746,             0.93776,             0.67023,             0.01721,            0.017435,           0.0034919,           0.0074507,           0.0074507,           0.0074507
                 105,            0.027292,            0.023079,           0.0064993,             0.94412,             0.94418,             0.95346,             0.68359,            0.017664,            0.017363,           0.0034659,            0.007426,            0.007426,            0.007426
                 106,            0.026112,            0.023298,           0.0059389,             0.95109,             0.94322,             0.95874,              0.6827,            0.017897,            0.017393,           0.0033256,           0.0074013,           0.0074013,           0.0074013
                 107,            0.026623,            0.023891,           0.0057741,             0.87074,              0.8944,             0.91415,             0.63804,            0.019203,             0.01929,           0.0038949,           0.0073765,           0.0073765,           0.0073765
                 108,            0.027293,            0.025359,           0.0080246,             0.87131,             0.86747,             0.88902,             0.60893,            0.019883,            0.021121,           0.0049812,           0.0073517,           0.0073517,           0.0073517
                 109,            0.025917,            0.024472,           0.0063689,             0.86513,             0.85854,             0.89128,             0.61817,            0.019617,            0.025042,            0.005791,            0.007327,            0.007327,            0.007327
                 110,            0.027355,            0.023881,           0.0059193,             0.89737,             0.91706,             0.91395,             0.65165,            0.018904,            0.018757,           0.0035102,           0.0073023,           0.0073023,           0.0073023
                 111,            0.025277,            0.023643,           0.0052973,             0.93127,             0.91077,             0.93325,             0.65553,            0.018761,            0.019452,           0.0039972,           0.0072775,           0.0072775,           0.0072775
                 112,            0.024679,            0.023405,           0.0054333,             0.90304,             0.95196,             0.94056,             0.66857,            0.017723,            0.017554,           0.0032519,           0.0072527,           0.0072527,           0.0072527
                 113,            0.026431,            0.023855,           0.0057916,             0.89482,             0.96067,             0.94598,             0.67357,            0.018005,            0.017609,           0.0033896,            0.007228,            0.007228,            0.007228
                 114,            0.028056,            0.023869,           0.0081577,             0.89561,             0.93487,              0.9266,             0.66352,            0.017643,            0.017808,           0.0032399,           0.0072033,           0.0072033,           0.0072033
                 115,            0.027827,            0.023525,           0.0059233,             0.93621,             0.94475,             0.95741,             0.67945,            0.018798,            0.017303,            0.003232,           0.0071785,           0.0071785,           0.0071785
                 116,            0.029057,            0.023158,           0.0061123,             0.93848,              0.9521,             0.96265,             0.68976,            0.018072,            0.017344,           0.0035852,           0.0071538,           0.0071538,           0.0071538
                 117,            0.028833,            0.022655,           0.0080122,              0.9404,             0.94821,             0.95009,             0.67277,             0.01807,            0.017562,            0.003487,            0.007129,            0.007129,            0.007129
                 118,            0.024477,            0.023197,           0.0063896,             0.94752,             0.95629,             0.96011,             0.69497,            0.016526,             0.01719,           0.0032712,           0.0071042,           0.0071042,           0.0071042
                 119,            0.025462,            0.023212,            0.006319,             0.94599,             0.94976,             0.95978,             0.69429,             0.01683,            0.016876,           0.0030623,           0.0070795,           0.0070795,           0.0070795
                 120,            0.025889,            0.022675,           0.0053017,              0.9454,             0.96132,             0.96372,             0.69626,            0.016285,            0.016883,           0.0030015,           0.0070547,           0.0070547,           0.0070547
                 121,            0.024536,            0.022789,           0.0060586,             0.93954,             0.96912,             0.96437,             0.70069,            0.017201,            0.016739,           0.0029174,             0.00703,             0.00703,             0.00703
                 122,            0.024685,             0.02272,           0.0054343,             0.92948,             0.94617,             0.94848,             0.69412,            0.016422,            0.016856,            0.002986,           0.0070053,           0.0070053,           0.0070053
                 123,            0.024032,            0.021829,           0.0049929,             0.94544,             0.95083,             0.96277,             0.69929,            0.018076,            0.016586,           0.0028864,           0.0069805,           0.0069805,           0.0069805
                 124,            0.026994,            0.023034,           0.0056968,             0.94495,             0.96145,             0.96419,             0.70519,              0.0171,            0.016742,           0.0030107,           0.0069558,           0.0069558,           0.0069558
                 125,            0.025269,             0.02337,           0.0044454,             0.94394,             0.95866,             0.96327,             0.70117,            0.017128,            0.016711,           0.0029768,            0.006931,            0.006931,            0.006931
                 126,            0.025711,            0.021992,           0.0044619,             0.95601,             0.95313,             0.96556,             0.70213,            0.016529,            0.016634,           0.0029201,           0.0069063,           0.0069063,           0.0069063
                 127,            0.024554,            0.022541,            0.004997,              0.9465,             0.95649,             0.96109,              0.7038,            0.017312,            0.016711,           0.0028987,           0.0068815,           0.0068815,           0.0068815
                 128,             0.02372,            0.022231,           0.0047397,             0.94452,              0.9631,             0.96172,             0.70841,            0.017346,            0.016567,           0.0029517,           0.0068568,           0.0068568,           0.0068568
                 129,            0.025352,            0.022539,           0.0043975,             0.94413,             0.95825,             0.95618,             0.70381,            0.016136,            0.016567,           0.0028596,            0.006832,            0.006832,            0.006832
                 130,            0.025779,            0.023093,           0.0040191,             0.93102,             0.95407,             0.95256,             0.69862,            0.016242,            0.016546,           0.0029175,           0.0068073,           0.0068073,           0.0068073
                 131,            0.023003,            0.022295,           0.0047274,             0.95423,              0.9564,             0.96144,             0.71432,            0.015662,             0.01645,           0.0028232,           0.0067825,           0.0067825,           0.0067825
                 132,              0.0252,            0.023273,           0.0070549,             0.95441,             0.96429,             0.96609,             0.70994,             0.01687,            0.016387,           0.0027176,           0.0067577,           0.0067577,           0.0067577
                 133,            0.025333,            0.022026,           0.0055741,             0.93637,             0.95814,             0.95886,             0.70066,            0.016348,            0.016512,           0.0027192,            0.006733,            0.006733,            0.006733
                 134,            0.026705,             0.02233,           0.0043824,             0.95673,             0.94759,             0.96437,             0.71078,            0.016291,             0.01664,           0.0027372,           0.0067082,           0.0067082,           0.0067082
                 135,             0.02402,            0.022451,           0.0064401,              0.9281,             0.96755,             0.96494,             0.71199,            0.016365,            0.016639,           0.0028908,           0.0066835,           0.0066835,           0.0066835
                 136,            0.025432,             0.02282,           0.0046307,             0.91536,             0.95099,             0.95722,             0.70837,            0.016138,            0.016696,           0.0027546,           0.0066587,           0.0066587,           0.0066587
                 137,            0.026146,            0.022897,           0.0057954,             0.95173,             0.95486,             0.96389,             0.70522,            0.015797,            0.016544,           0.0026641,            0.006634,            0.006634,            0.006634
                 138,            0.024779,             0.02318,           0.0067617,              0.9408,             0.96191,             0.96512,             0.71128,            0.017105,            0.016662,           0.0027401,           0.0066092,           0.0066092,           0.0066092
                 139,            0.022483,            0.023035,           0.0045343,             0.94457,              0.9646,             0.96848,             0.71341,            0.017069,            0.016542,            0.002736,           0.0065845,           0.0065845,           0.0065845
                 140,            0.025653,            0.022888,           0.0043563,             0.95412,             0.96236,             0.96569,             0.71871,             0.01647,            0.016349,            0.002644,           0.0065598,           0.0065598,           0.0065598
                 141,            0.024001,            0.022482,           0.0031647,             0.95562,             0.96084,             0.96814,             0.70897,            0.016576,            0.016345,           0.0025663,            0.006535,            0.006535,            0.006535
                 142,            0.023038,            0.022701,           0.0033519,              0.9505,             0.96604,             0.97098,             0.70505,            0.016564,            0.016201,           0.0025517,           0.0065102,           0.0065102,           0.0065102
                 143,            0.023286,            0.021721,           0.0047008,             0.95266,              0.9647,             0.97277,             0.71489,            0.015566,            0.016211,            0.002521,           0.0064855,           0.0064855,           0.0064855
                 144,            0.023543,            0.022444,           0.0048749,             0.96117,             0.96223,             0.97229,             0.71298,            0.016306,            0.016202,           0.0025413,           0.0064608,           0.0064608,           0.0064608
                 145,            0.025008,            0.021914,           0.0054131,             0.94272,             0.96153,             0.96323,             0.71219,            0.015995,            0.016147,           0.0025663,            0.006436,            0.006436,            0.006436
                 146,            0.023722,            0.021608,           0.0059301,             0.93663,             0.96582,             0.96912,             0.71838,            0.016043,            0.016217,           0.0028797,           0.0064112,           0.0064112,           0.0064112
                 147,            0.023599,            0.022483,           0.0053711,              0.9513,             0.97179,             0.97639,             0.72071,            0.015727,            0.016153,           0.0025799,           0.0063865,           0.0063865,           0.0063865
                 148,            0.025196,             0.02177,           0.0056085,             0.95314,             0.94995,             0.95953,             0.71871,            0.016359,            0.016436,           0.0025714,           0.0063618,           0.0063618,           0.0063618
                 149,            0.025705,            0.022394,           0.0039107,             0.95186,             0.96067,             0.96469,             0.71523,            0.016269,            0.016646,           0.0025176,            0.006337,            0.006337,            0.006337
                 150,            0.022817,            0.022318,           0.0041361,             0.95521,             0.96112,             0.96586,              0.7258,            0.016374,            0.016363,            0.002438,           0.0063122,           0.0063122,           0.0063122
                 151,             0.02451,            0.021524,           0.0047409,             0.95719,             0.96153,              0.9719,             0.71923,            0.015913,            0.016253,           0.0024745,           0.0062875,           0.0062875,           0.0062875
                 152,            0.024426,            0.022154,           0.0045302,             0.94233,             0.95812,             0.96256,              0.7232,            0.015508,            0.016283,           0.0025422,           0.0062628,           0.0062628,           0.0062628
                 153,            0.021833,            0.021802,           0.0056138,             0.95888,              0.9638,             0.97272,              0.7283,            0.015357,            0.016109,           0.0023777,            0.006238,            0.006238,            0.006238
                 154,            0.023702,            0.022231,           0.0035135,             0.95562,             0.96653,             0.97469,             0.70305,            0.016288,            0.016163,           0.0024036,           0.0062132,           0.0062132,           0.0062132
                 155,            0.024477,            0.022734,           0.0049418,             0.95094,               0.972,             0.97445,              0.7318,            0.015565,            0.015961,           0.0024313,           0.0061885,           0.0061885,           0.0061885
                 156,            0.022927,              0.0213,            0.003222,             0.95936,             0.96711,             0.97725,             0.73558,            0.015112,            0.015971,           0.0023846,           0.0061637,           0.0061637,           0.0061637
                 157,            0.024278,            0.021864,           0.0040449,             0.95175,             0.96302,             0.97051,             0.73172,            0.015545,            0.015909,           0.0023736,            0.006139,            0.006139,            0.006139
                 158,             0.02379,            0.022843,           0.0039062,             0.95656,             0.96539,             0.97163,             0.72528,            0.015765,            0.015905,            0.002373,           0.0061142,           0.0061142,           0.0061142
                 159,            0.022174,            0.021971,           0.0043335,             0.95265,             0.96525,             0.96752,             0.72569,            0.016089,            0.015891,            0.002322,           0.0060895,           0.0060895,           0.0060895
